outcome,previous_outcome,day,time,month,wind_speed,weather,location,capacity,stadium_state,injury,match_type,opponent_strength
tie,tie,wednesday,evening,march,low,rainy,home,medium,dry,yes,competitive,average
tie,tie,friday,evening,february,no_wind,rainy,home,medium,dry,no,friendly,strong
tie,tie,sunday,evening,september,no_wind,cloudy,home,medium,dry,no,friendly,strong
win,loss,wednesday,evening,july,high,rainy,away,large,wet,no,competitive,average
tie,loss,monday,evening,february,high,snowy,home,medium,dry,no,competitive,strong
tie,win,friday,evening,april,no_wind,rainy,away,large,wet,yes,competitive,weak
tie,tie,thursday,evening,may,no_wind,sunny,home,medium,dry,yes,competitive,average
win,win,monday,evening,april,low,cloudy,away,large,dry,no,friendly,strong
tie,loss,friday,evening,july,no_wind,sunny,home,medium,dry,yes,friendly,strong
tie,tie,thursday,evening,april,high,sunny,away,small,dry,yes,friendly,strong
tie,tie,tuesday,evening,february,no_wind,cloudy,home,medium,dry,no,friendly,average
win,loss,saturday,afternoon,march,high,rainy,home,medium,dry,no,friendly,average
win,win,wednesday,evening,february,high,sunny,home,medium,dry,yes,competitive,weak
tie,loss,friday,evening,may,high,rainy,home,medium,dry,yes,friendly,weak
loss,tie,monday,evening,february,no_wind,snowy,away,medium,wet,yes,friendly,average
win,win,monday,evening,july,no_wind,cloudy,away,medium,dry,no,friendly,weak
tie,tie,thursday,evening,september,no_wind,cloudy,away,elite,wet,yes,friendly,strong
tie,tie,thursday,evening,december,high,snowy,away,small,wet,no,friendly,strong
tie,tie,saturday,afternoon,december,low,sunny,away,large,dry,no,friendly,strong
win,loss,wednesday,evening,august,no_wind,cloudy,away,medium,wet,no,friendly,weak
tie,loss,saturday,afternoon,december,high,sunny,home,medium,dry,no,competitive,average
win,win,thursday,evening,june,low,sunny,away,small,wet,no,friendly,average
loss,win,thursday,evening,july,high,rainy,away,medium,wet,no,competitive,weak
tie,tie,sunday,morning,june,no_wind,cloudy,home,medium,dry,yes,friendly,strong
win,win,wednesday,evening,june,no_wind,cloudy,away,elite,dry,no,competitive,weak
tie,tie,sunday,afternoon,september,no_wind,rainy,home,medium,dry,yes,competitive,strong
win,tie,sunday,afternoon,november,no_wind,cloudy,home,medium,dry,no,competitive,weak
loss,loss,monday,evening,november,high,snowy,away,small,wet,no,friendly,average
win,win,tuesday,evening,november,no_wind,snowy,away,medium,wet,yes,competitive,weak
tie,tie,saturday,afternoon,december,no_wind,sunny,home,medium,dry,yes,competitive,average
tie,tie,thursday,evening,september,high,sunny,home,medium,dry,no,friendly,strong
tie,tie,saturday,afternoon,april,low,sunny,away,small,dry,no,competitive,strong
win,win,friday,evening,december,low,cloudy,home,medium,dry,no,friendly,weak
win,win,monday,evening,november,low,cloudy,away,small,dry,yes,competitive,weak
tie,tie,monday,evening,june,high,sunny,away,small,dry,yes,friendly,strong
tie,tie,monday,evening,march,low,cloudy,away,small,dry,yes,competitive,strong
win,loss,saturday,afternoon,february,low,snowy,home,medium,dry,no,friendly,average
win,win,wednesday,evening,october,high,sunny,home,medium,dry,no,friendly,weak
win,tie,friday,evening,april,no_wind,rainy,home,medium,dry,no,friendly,weak
win,loss,friday,evening,april,no_wind,cloudy,home,medium,dry,no,friendly,average
loss,loss,saturday,afternoon,october,low,sunny,away,elite,dry,yes,competitive,average
tie,tie,thursday,evening,july,high,cloudy,away,elite,dry,no,competitive,strong
tie,tie,tuesday,evening,august,low,cloudy,away,small,dry,yes,competitive,strong
tie,tie,wednesday,evening,august,no_wind,sunny,home,medium,dry,yes,competitive,strong
win,tie,tuesday,evening,april,high,cloudy,home,medium,dry,no,friendly,weak
win,loss,thursday,evening,december,no_wind,cloudy,away,large,dry,yes,friendly,weak
tie,tie,monday,evening,october,low,sunny,away,large,dry,no,competitive,average
tie,win,thursday,evening,january,high,cloudy,away,small,dry,no,friendly,average
win,win,monday,evening,january,low,snowy,away,large,wet,yes,friendly,average
tie,loss,sunday,evening,june,high,cloudy,away,elite,dry,yes,friendly,strong
tie,tie,saturday,morning,september,no_wind,cloudy,home,medium,dry,yes,competitive,average
tie,tie,friday,evening,may,low,cloudy,away,elite,dry,no,competitive,strong
win,win,saturday,afternoon,september,high,sunny,home,medium,dry,yes,friendly,weak
win,win,saturday,evening,april,high,sunny,home,medium,dry,yes,friendly,weak
tie,tie,wednesday,evening,october,no_wind,sunny,home,medium,dry,yes,friendly,average
tie,win,sunday,morning,february,high,snowy,away,medium,wet,no,friendly,weak
win,tie,thursday,evening,july,high,cloudy,away,medium,dry,yes,friendly,average
tie,loss,friday,evening,november,high,sunny,away,medium,dry,yes,competitive,strong
win,win,saturday,evening,august,high,sunny,home,medium,dry,no,friendly,weak
win,win,friday,evening,october,low,sunny,home,medium,dry,no,friendly,average
win,win,saturday,morning,october,low,sunny,away,medium,dry,yes,competitive,weak
win,win,sunday,evening,april,low,cloudy,away,large,dry,no,friendly,weak
win,loss,monday,evening,august,high,cloudy,home,medium,dry,yes,competitive,weak
tie,win,saturday,evening,october,low,cloudy,home,medium,dry,yes,competitive,average
win,win,friday,evening,january,no_wind,cloudy,home,medium,dry,no,friendly,weak
win,win,sunday,evening,august,low,sunny,away,medium,dry,no,friendly,weak
tie,tie,monday,evening,january,high,snowy,home,medium,dry,no,friendly,strong
win,loss,thursday,evening,march,low,sunny,away,medium,dry,no,competitive,weak
win,win,monday,evening,march,low,sunny,home,medium,dry,yes,competitive,weak
tie,win,monday,evening,september,low,cloudy,home,medium,dry,no,competitive,average
tie,loss,friday,evening,march,low,rainy,away,small,wet,no,friendly,weak
win,loss,thursday,evening,july,no_wind,sunny,away,medium,dry,yes,competitive,weak
tie,tie,sunday,morning,february,high,sunny,away,medium,dry,yes,friendly,strong
tie,loss,monday,evening,october,high,cloudy,home,medium,dry,no,competitive,strong
loss,tie,saturday,afternoon,april,low,cloudy,away,large,dry,yes,friendly,strong
win,win,sunday,evening,june,high,rainy,home,medium,dry,no,competitive,weak
win,win,saturday,afternoon,december,high,snowy,away,medium,wet,yes,competitive,weak
tie,tie,wednesday,evening,may,low,rainy,home,medium,dry,yes,friendly,average
tie,tie,monday,evening,june,low,rainy,away,elite,wet,yes,competitive,strong
tie,tie,wednesday,evening,july,no_wind,rainy,home,medium,dry,no,competitive,strong
win,win,sunday,afternoon,may,low,rainy,away,elite,wet,yes,friendly,weak
tie,tie,tuesday,evening,july,low,cloudy,home,medium,dry,no,friendly,strong
tie,loss,friday,evening,may,low,rainy,home,medium,dry,yes,competitive,weak
tie,tie,tuesday,evening,may,no_wind,cloudy,away,elite,dry,yes,friendly,average
win,win,tuesday,evening,january,low,sunny,away,small,dry,yes,competitive,weak
tie,tie,thursday,evening,october,low,cloudy,away,medium,dry,no,competitive,strong
loss,win,thursday,evening,march,no_wind,cloudy,away,medium,dry,no,friendly,weak
tie,win,saturday,evening,november,no_wind,sunny,away,small,dry,no,competitive,weak
tie,loss,monday,evening,june,high,rainy,away,large,wet,no,friendly,strong
tie,win,sunday,morning,august,low,cloudy,away,elite,dry,no,friendly,strong
win,loss,thursday,evening,december,low,cloudy,home,medium,dry,no,friendly,weak
win,tie,wednesday,evening,june,low,cloudy,away,medium,dry,yes,friendly,weak
tie,win,tuesday,evening,april,low,sunny,away,medium,dry,yes,friendly,weak
win,win,friday,evening,july,low,sunny,away,large,dry,no,competitive,average
tie,tie,monday,evening,january,high,sunny,home,medium,dry,yes,competitive,strong
win,loss,wednesday,evening,january,no_wind,snowy,home,medium,dry,yes,competitive,weak
win,tie,wednesday,evening,december,low,cloudy,home,medium,dry,no,competitive,average
loss,loss,saturday,afternoon,may,low,sunny,away,elite,dry,no,friendly,average
win,win,monday,evening,august,high,cloudy,away,elite,dry,no,competitive,weak
tie,tie,wednesday,evening,march,high,sunny,away,small,wet,no,friendly,average
win,win,monday,evening,june,no_wind,sunny,home,medium,dry,no,friendly,weak
tie,win,wednesday,evening,march,low,sunny,away,elite,dry,yes,friendly,average
tie,tie,thursday,evening,january,no_wind,cloudy,home,medium,dry,yes,competitive,strong
tie,loss,friday,evening,february,low,rainy,away,elite,wet,yes,friendly,average
tie,tie,thursday,evening,january,low,cloudy,home,medium,dry,yes,friendly,average
tie,win,wednesday,evening,february,no_wind,cloudy,away,medium,dry,no,friendly,weak
loss,tie,monday,evening,february,high,sunny,home,medium,dry,no,competitive,strong
win,loss,monday,evening,december,low,cloudy,away,large,dry,no,friendly,average
tie,win,sunday,evening,february,no_wind,sunny,home,medium,dry,yes,friendly,strong
win,win,friday,evening,june,no_wind,sunny,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,november,high,sunny,home,medium,dry,yes,competitive,weak
win,tie,thursday,evening,october,high,sunny,home,medium,dry,no,friendly,average
tie,win,wednesday,evening,august,no_wind,cloudy,away,elite,dry,no,friendly,average
tie,tie,friday,evening,august,no_wind,sunny,away,large,dry,no,competitive,strong
win,loss,friday,evening,september,no_wind,cloudy,home,medium,dry,no,friendly,average
win,win,thursday,evening,august,high,cloudy,away,medium,dry,yes,competitive,weak
tie,tie,tuesday,evening,may,no_wind,cloudy,away,large,dry,no,friendly,strong
tie,tie,wednesday,evening,may,no_wind,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,thursday,evening,september,high,rainy,home,medium,dry,yes,friendly,strong
win,win,saturday,evening,december,no_wind,rainy,away,large,wet,no,competitive,average
tie,loss,saturday,afternoon,march,high,sunny,away,small,dry,yes,competitive,strong
win,win,monday,evening,may,high,cloudy,away,small,dry,yes,friendly,weak
win,win,tuesday,evening,february,high,cloudy,away,medium,dry,no,competitive,average
win,win,friday,evening,january,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,tie,sunday,afternoon,july,low,sunny,away,medium,dry,no,competitive,strong
win,tie,thursday,evening,december,no_wind,snowy,home,medium,dry,no,friendly,weak
tie,tie,friday,evening,july,low,sunny,away,small,wet,no,competitive,average
win,win,monday,evening,february,high,rainy,away,medium,wet,no,competitive,weak
win,loss,friday,evening,july,low,sunny,away,large,dry,yes,friendly,average
win,win,tuesday,evening,december,high,rainy,home,medium,dry,yes,friendly,weak
tie,tie,wednesday,evening,december,high,snowy,home,medium,dry,yes,friendly,average
win,win,sunday,afternoon,october,high,sunny,home,medium,dry,no,competitive,weak
win,loss,thursday,evening,january,no_wind,snowy,home,medium,dry,no,competitive,weak
win,win,wednesday,evening,june,high,sunny,away,medium,dry,yes,friendly,average
tie,tie,sunday,afternoon,march,no_wind,cloudy,home,medium,dry,no,friendly,average
tie,tie,monday,evening,december,no_wind,cloudy,away,elite,dry,yes,friendly,strong
win,win,thursday,evening,february,no_wind,cloudy,home,medium,dry,no,competitive,weak
tie,win,sunday,evening,july,high,rainy,away,large,wet,yes,friendly,strong
win,win,monday,evening,march,no_wind,sunny,away,small,dry,yes,friendly,weak
win,win,friday,evening,may,no_wind,cloudy,away,medium,dry,yes,competitive,average
tie,win,thursday,evening,january,no_wind,cloudy,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,january,no_wind,sunny,home,medium,dry,yes,friendly,weak
tie,tie,sunday,afternoon,july,high,sunny,away,elite,dry,no,friendly,strong
tie,tie,monday,evening,may,no_wind,rainy,home,medium,dry,no,friendly,strong
tie,tie,friday,evening,april,high,rainy,away,medium,wet,no,friendly,strong
tie,win,friday,evening,november,high,snowy,away,medium,wet,yes,competitive,average
tie,tie,monday,evening,september,high,sunny,away,elite,dry,no,competitive,strong
win,win,friday,evening,april,high,sunny,home,medium,dry,yes,competitive,average
tie,tie,saturday,evening,march,low,sunny,home,medium,dry,yes,friendly,strong
tie,loss,tuesday,evening,june,no_wind,cloudy,away,elite,dry,no,competitive,strong
tie,win,sunday,afternoon,march,low,sunny,home,medium,dry,yes,friendly,strong
tie,tie,thursday,evening,april,high,cloudy,home,medium,dry,yes,friendly,strong
win,win,sunday,afternoon,january,high,cloudy,home,medium,dry,no,friendly,strong
win,loss,sunday,afternoon,january,high,snowy,away,medium,wet,yes,competitive,weak
tie,tie,thursday,evening,january,no_wind,sunny,home,medium,dry,no,friendly,strong
win,tie,saturday,afternoon,june,low,cloudy,away,medium,dry,yes,competitive,weak
tie,tie,thursday,evening,august,low,sunny,home,medium,dry,no,friendly,strong
tie,tie,tuesday,evening,july,high,sunny,away,medium,dry,yes,friendly,strong
tie,tie,wednesday,evening,september,low,sunny,home,medium,dry,yes,competitive,strong
win,win,thursday,evening,february,high,sunny,home,medium,dry,no,friendly,weak
tie,tie,wednesday,evening,september,no_wind,cloudy,away,medium,dry,no,friendly,strong
tie,loss,saturday,afternoon,october,no_wind,cloudy,away,small,dry,yes,competitive,average
win,tie,sunday,morning,april,no_wind,sunny,away,medium,dry,no,competitive,average
tie,win,tuesday,evening,december,low,sunny,away,large,dry,yes,competitive,average
win,loss,tuesday,evening,september,high,cloudy,away,elite,dry,no,competitive,weak
win,win,friday,evening,march,high,rainy,away,large,wet,no,friendly,weak
loss,tie,sunday,afternoon,june,no_wind,sunny,away,large,dry,no,friendly,strong
tie,loss,thursday,evening,june,high,rainy,away,medium,wet,yes,friendly,average
win,tie,tuesday,evening,september,no_wind,rainy,away,medium,wet,yes,competitive,average
tie,loss,monday,evening,january,low,snowy,home,medium,dry,yes,friendly,strong
tie,win,thursday,evening,april,low,sunny,away,elite,dry,yes,friendly,weak
loss,tie,monday,evening,november,low,cloudy,away,large,dry,no,competitive,average
tie,tie,sunday,afternoon,june,no_wind,cloudy,away,medium,dry,no,friendly,average
tie,win,thursday,evening,august,high,cloudy,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,march,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,loss,tuesday,evening,may,high,cloudy,away,small,wet,yes,friendly,average
win,win,thursday,evening,september,no_wind,sunny,home,medium,dry,yes,friendly,weak
tie,loss,monday,evening,may,no_wind,cloudy,away,large,dry,no,competitive,strong
win,win,saturday,morning,september,low,rainy,away,large,wet,no,competitive,weak
win,tie,wednesday,evening,september,no_wind,rainy,home,medium,dry,yes,friendly,average
loss,tie,thursday,evening,august,no_wind,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,sunday,afternoon,february,high,rainy,home,medium,dry,no,competitive,strong
win,win,monday,evening,april,high,sunny,home,medium,dry,yes,competitive,weak
win,win,tuesday,evening,january,high,sunny,away,medium,dry,no,friendly,weak
win,win,wednesday,evening,september,no_wind,sunny,away,large,dry,no,friendly,weak
tie,tie,sunday,evening,august,no_wind,sunny,away,large,dry,yes,competitive,strong
tie,tie,friday,evening,june,low,sunny,away,large,dry,yes,friendly,strong
tie,win,sunday,evening,october,high,cloudy,home,medium,dry,yes,competitive,average
win,win,monday,evening,september,no_wind,sunny,away,small,dry,no,friendly,weak
win,win,friday,evening,march,low,cloudy,away,large,dry,no,competitive,weak
tie,tie,monday,evening,april,low,cloudy,away,large,dry,no,competitive,strong
tie,tie,wednesday,evening,january,high,sunny,home,medium,dry,yes,friendly,average
win,win,wednesday,evening,may,no_wind,cloudy,away,large,dry,no,friendly,weak
loss,win,friday,evening,july,no_wind,sunny,home,medium,dry,yes,competitive,weak
tie,tie,thursday,evening,april,low,sunny,away,medium,wet,yes,competitive,strong
tie,tie,thursday,evening,november,no_wind,sunny,home,medium,dry,yes,competitive,strong
tie,tie,friday,evening,january,low,sunny,away,medium,wet,yes,competitive,average
